yearsReviews,sentimiento,item_name
2014,4,Project X
2014,2,NaissanceE
2014,4,Secret Ponchos
2015,4,Secret Ponchos
2014,2,The Sandbox
2014,2,Hexcells
2015,6,Hexcells
2012,19,Goat Simulator
2014,306,Goat Simulator
2015,52,Goat Simulator
2012,6,LYNE
2014,8,LYNE
2015,14,LYNE
2014,5,City of Steam: Arkadia
2012,4,Tower of Guns
2014,2,Tower of Guns
2015,2,Tower of Guns
2012,2,Breach & Clear
2014,4,Breach & Clear
2015,2,Breach & Clear
2015,0,Lost Saga North America
2012,0,One Way Heroics
2014,4,One Way Heroics
2015,4,One Way Heroics
2012,2,Farm for your Life
2014,2,Farm for your Life
2015,0,iRacing
2012,1,Anarchy Arcade
2014,10,Anarchy Arcade
2015,10,Anarchy Arcade
2014,2,Lili: Child of Geos
2012,4,Hand of Fate
2014,4,Hand of Fate
2015,10,Hand of Fate
2015,2,AGFPROV3 Premium
2012,4,Age of Mythology: Extended Edition
2014,18,Age of Mythology: Extended Edition
2015,15,Age of Mythology: Extended Edition
2012,2,The LEGO® Movie - Videogame
2014,2,The LEGO® Movie - Videogame
2015,7,The LEGO® Movie - Videogame
2014,6,The Amazing Spider-Man 2
2014,2,Airport Simulator 2014
2015,2,Airport Simulator 2014
2014,0,Woodcutter Simulator 2013
2014,0,Shadowrun Chronicles - Boston Lockdown
2014,2,The Evil Within
2015,1,The Evil Within
2014,0,Meltdown
2015,0,Meltdown
2014,2,Mechanic Escape
2015,0,Mechanic Escape
2014,2,Let's Sing
2012,2,Grapple
2015,2,Panzer Corps
2012,2,Aura Kingdom
2014,21,Aura Kingdom
2015,17,Aura Kingdom
2012,53,XCOM 2
2012,3,From The Depths
2015,13,From The Depths
2014,1,The Memory of Eldurim
2012,2,Magicite
2014,53,Magicite
2015,16,Magicite
2014,2,Doctor Who: The Adventure Games
2015,2,EVGA Precision XOC
2012,2,Satellite Reign
2015,2,You Are Not The Hero
2012,1,The Yawhg
2014,2,The Yawhg
2014,4,Year Walk
2015,5,Year Walk
2012,4,Pool Nation VR 
2012,7,Hero Siege
2014,10,Hero Siege
2015,10,Hero Siege
2015,3,WORLD END ECONOMiCA episode.01
2014,5,Love
2015,2,Love
2014,1,liteCam Game: 100 FPS Game Capture
2015,2,liteCam Game: 100 FPS Game Capture
2014,4,Infectonator : Survivors
2015,2,Chronology
2015,0,Montas
2015,4,Reaper - Tale of a Pale Swordsman
2014,4,Dethroned!
2015,2,Dethroned!
2014,2,MindTex
2012,2,Bardbarian
2015,2,Bardbarian
2015,2,GTGD S1
2015,4,Dex
2014,4,The Golf Club
2015,2,The Golf Club
2012,6,Secrets of Grindea
2015,2,Secrets of Grindea
2015,2,DreadOut
2015,2,N.P.P.D. RUSH - The milk of Ultra violet
2012,2,The Gallery - Episode 1: Call of the Starseed
2012,1,RUNNING WITH RIFLES
2014,1,RUNNING WITH RIFLES
2015,4,RUNNING WITH RIFLES
2014,12,Depression Quest
2015,2,Depression Quest
2012,2,Melody's Escape
2014,10,Melody's Escape
2015,4,Melody's Escape
2012,4,Lambda Wars Beta
2014,3,Lambda Wars Beta
2015,4,Lambda Wars Beta
2012,2,Robot Roller-Derby Disco Dodgeball
2014,6,Robot Roller-Derby Disco Dodgeball
2015,10,Robot Roller-Derby Disco Dodgeball
2012,0,The Forest of Doom
2015,4,The Forest of Doom
2014,2,EPOCH
2012,23,Yet Another Zombie Defense
2014,38,Yet Another Zombie Defense
2015,27,Yet Another Zombie Defense
2014,4,Reversion - The Escape
2012,4,Haunt the House: Terrortown
2014,4,Car Mechanic Simulator 2014
2015,2,Car Mechanic Simulator 2014
2012,29,American Truck Simulator
2015,2,Axis Game Factory's AGFPRO BattleMat Multi-Player DLC
2012,4,Offworld Trading Company
2015,4,Offworld Trading Company
2012,15,HAWKEN
2014,121,HAWKEN
2015,25,HAWKEN
2015,2,Industry Giant 2
2014,3,Sniper Art of Victory
2014,2,Loadout Steam Launch Starter Pack
2014,3,Space Farmers
2012,83,Grand Theft Auto V
2015,315,Grand Theft Auto V
2015,1,Super Killer Hornet: Resurrection
2014,2,Hexcells Plus
2015,2,Hexcells Plus
2014,9,Serena
2015,2,Serena
2014,12,Tom Clancy's Ghost Recon Phantoms - EU
2015,4,Tom Clancy's Ghost Recon Phantoms - EU
2012,2,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution
2014,10,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution
2015,6,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution
2012,2,Detective Grimoire
2014,2,Detective Grimoire
2015,2,Detective Grimoire
2012,3,Vertiginous Golf
2014,2,Vertiginous Golf
2015,2,Vertiginous Golf
2015,1,The Last Federation
2012,10,Counter-Strike Nexon: Zombies
2014,13,Counter-Strike Nexon: Zombies
2015,19,Counter-Strike Nexon: Zombies
2012,58,Evolve Stage 2
2014,18,Evolve Stage 2
2015,39,Evolve Stage 2
2014,0,Substance Painter
2014,2,Over 9000 Zombies!
2015,1,Stock Car Extreme
2012,7,Hotline Miami 2: Wrong Number
2015,18,Hotline Miami 2: Wrong Number
2012,20,Broforce
2014,53,Broforce
2015,44,Broforce
2015,2,RONIN
2014,3,OlliOlli
2015,3,NOT A HERO
2012,1,Gods Will Be Watching
2014,3,Gods Will Be Watching
2015,1,Gods Will Be Watching
2012,2,Always Sometimes Monsters
2014,8,Always Sometimes Monsters
2015,2,Dropsy
2014,1,The Powerpuff Girls: Defenders of Townsville
2012,4,Brigador
2012,0,Darkwood
2014,2,Darkwood
2014,8,Murder Miners
2015,14,Murder Miners
2012,6,FaceRig
2014,11,FaceRig
2015,1,FaceRig
2012,15,Depth
2014,18,Depth
2015,56,Depth
2014,6,Influent
2015,2,Shelter 2
2012,2,Costume Quest 2
2015,8,Westerado: Double Barreled
2012,2,Guacamelee! Super Turbo Championship Edition
2014,3,Canyon Capers
2015,2,Z Steel Soldiers
2014,4,Z
2014,2,"Warhammer 40,000: Kill Team"
2014,2,Space Run
2012,83,No Man's Sky
2014,2,My Riding Stables: Life with Horses
2015,2,My Riding Stables: Life with Horses
2012,4,Mordheim: City of the Damned
2014,2,Mordheim: City of the Damned
2012,1,VIDEOBALL
2012,2,Halo: Spartan Assault
2014,26,Halo: Spartan Assault
2015,7,Halo: Spartan Assault
2015,2,Imperial Glory
2012,0,Praetorians
2014,2,Praetorians
2015,2,Albedo: Eyes from Outer Space
2014,0,Assassin's Creed Freedom Cry
2015,4,Assassin's Creed Freedom Cry
2014,1,TUG
2015,2,TUG
2015,2,Deadbreed®
2012,0,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition
2014,7,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition
2015,4,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition
2012,16,A Story About My Uncle
2014,1,A Story About My Uncle
2015,6,A Story About My Uncle
2014,2,0RBITALIS
2014,2,Skyborn
2014,4,TinyKeep
2014,6,Interplanetary
2015,1,DiggerOnline
2014,2,Ultionus: A Tale of Petty Revenge
2014,0,Richard & Alice
2014,2,Gardens Inc. – From Rakes to Riches
2014,0,Rage Runner
2015,2,The I of the Dragon
2015,2,Gunjitsu
2015,2,A Wizard's Lizard
2012,2,Hover : Revolt Of Gamers
2015,4,Hover : Revolt Of Gamers
2014,2,Creeper World 3: Arc Eternal
2015,2,Creeper World 3: Arc Eternal
2012,2,Crea
2015,2,BloodLust Shadowhunter
2012,2,Aperture Tag: The Paint Gun Testing Initiative
2014,6,Aperture Tag: The Paint Gun Testing Initiative
2015,4,Aperture Tag: The Paint Gun Testing Initiative
2012,14,Creativerse
2014,2,Creativerse
2015,13,Creativerse
2014,1,T.E.C. 3001
2014,3,Battlepillars Gold Edition
2014,2,Vanguard Princess Director's Cut
2015,0,BloodRayne: Betrayal
2014,2,Real Horror Stories Ultimate Edition
2015,2,Real Horror Stories Ultimate Edition
2014,0,Ubersoldier II
2012,2,Homeworld: Deserts of Kharak
2012,4,The Legend of Korra™
2014,4,The Legend of Korra™
2015,12,The Legend of Korra™
2014,2,Explodemon
2012,21,Stellaris
2012,1,Carmageddon Max Pack
2012,2,MX vs. ATV Supercross Encore
2012,13,This War of Mine
2014,10,This War of Mine
2015,30,This War of Mine
2012,3,SOMA
2015,8,SOMA
2014,2,NBA 2K15
2015,9,NBA 2K15
2015,2,SuperPower 2 Steam Edition
2012,7,Quake Live
2014,28,Quake Live
2015,12,Quake Live
2012,2,RollerCoaster Tycoon World
2012,2,EAC eSports
2015,4,EAC eSports
2014,2,Organic Panic
2014,2,Circuits
2015,2,Stick 'Em Up 2
2012,3,100% Orange Juice
2014,5,100% Orange Juice
2015,6,100% Orange Juice
2012,10,Hyperdimension Neptunia Re;Birth1
2015,43,Hyperdimension Neptunia Re;Birth1
2015,2,Super Chibi Knight
2012,0,House of the Dying Sun
2014,2,Spoiler Alert
2015,2,Spoiler Alert
2014,1,Nosferatu: The Wrath of Malachi
2015,2,Nosferatu: The Wrath of Malachi
2015,2,Litil Divil
2012,4,Salt and Sanctuary
2014,2,Rabbit Hole 3D: Steam Edition
2014,2,Astebreed
2015,0,Astebreed
2014,4,Heroine's Quest: The Herald of Ragnarok
2015,0,Putt-Putt Joins the Parade
2012,2,Freddi Fish and The Case of the Missing Kelp Seeds
2014,1,Freddi Fish and The Case of the Missing Kelp Seeds
2014,1,Pajama Sam in No Need to Hide When It's Dark Outside
2015,2,Pajama Sam in No Need to Hide When It's Dark Outside
2012,2,SPY Fox in: Dry Cereal
2015,1,SPY Fox in: Dry Cereal
2015,2,Majestic Nights
2012,2,BeamNG.drive
2014,6,BeamNG.drive
2015,12,BeamNG.drive
2015,2,The Last Door - Collector's Edition
2014,2,DeadCore
2015,4,DeadCore
2015,0,Speed Kills
2015,2,Pixel Puzzles: Japan
2015,2,Showtime!
2014,2,LEGO® The Hobbit™
2015,2,LEGO® The Hobbit™
2014,2,RollerCoaster Tycoon: Deluxe
2015,2,RollerCoaster Tycoon: Deluxe
2014,2,RollerCoaster Tycoon 2: Triple Thrill Pack
2012,1,Crimzon Clover  WORLD IGNITION
2015,0,The Entente Gold
2015,1,Hard Truck Apocalypse / Ex Machina
2014,4,ACE - Arena: Cyber Evolution
2012,2,Kitty Powers' Matchmaker
2015,2,Action Henk
2012,13,Gang Beasts
2014,6,Gang Beasts
2015,16,Gang Beasts
2012,5,TerraTech
2015,8,TerraTech
2014,2,Dead Effect
2015,2,Dead Effect
2012,2,Thinking with Time Machine
2014,27,Thinking with Time Machine
2015,5,Thinking with Time Machine
2012,4,You Have to Win the Game
2014,20,You Have to Win the Game
2015,12,You Have to Win the Game
2012,10,Tabletop Simulator
2014,5,Tabletop Simulator
2015,13,Tabletop Simulator
2014,2,ReignMaker
2015,2,fault - milestone one
2012,2,FarSky
2014,12,FarSky
2015,2,FarSky
2015,2,Shadows on the Vatican - Act I: Greed
2014,2,"House of 1,000 Doors - Family Secrets"
2015,2,"House of 1,000 Doors - Family Secrets"
2015,4,F1 2015
2012,2,Avoid Sensory Overload
2012,4,Metro 2033 Redux
2014,4,Metro 2033 Redux
2015,5,Metro 2033 Redux
2012,1,S.K.I.L.L. - Special Force 2
2015,2,Ionball 2 : Ionstorm
2012,2,Resident Evil Revelations 2 / Biohazard Revelations 2
2015,8,Resident Evil Revelations 2 / Biohazard Revelations 2
2015,2,Colin McRae Rally
2012,14,Metro: Last Light Redux
2014,2,Metro: Last Light Redux
2015,20,Metro: Last Light Redux
2012,4,Rise of Nations: Extended Edition
2014,22,Rise of Nations: Extended Edition
2015,5,Rise of Nations: Extended Edition
2015,2,Pandora: First Contact
2012,20,METAL GEAR SOLID V: THE PHANTOM PAIN
2015,65,METAL GEAR SOLID V: THE PHANTOM PAIN
2012,2,TY the Tasmanian Tiger 4
2015,2,TY the Tasmanian Tiger 4
2012,2,Mortal Online
2015,4,Mortal Online
2012,6,Mini Metro
2014,4,Mini Metro
2015,19,Mini Metro
2014,0,Actual Sunlight
2012,5,The Room
2014,2,Super Game Jam
2014,2,Strike Suit Zero: Director's Cut
2012,3,Fable Anniversary
2014,11,Fable Anniversary
2015,5,Fable Anniversary
2012,0,Ampu-Tea
2015,1,Ampu-Tea
2012,7,Endless Legend
2014,14,Endless Legend
2015,10,Endless Legend
2012,2,RC Cars
2014,2,Marauder
2012,4,Assassin's Creed Unity
2014,26,Assassin's Creed Unity
2015,9,Assassin's Creed Unity
2014,2,Lara Croft and the Temple of Osiris
2012,4,ROCKETSROCKETSROCKETS
2014,4,ROCKETSROCKETSROCKETS
2015,2,ROCKETSROCKETSROCKETS
2014,2,TransOcean: The Shipping Company
2015,2,TransOcean: The Shipping Company
2014,2,Construction-Simulator 2015
2015,3,Construction-Simulator 2015
2014,2,DubWars
2014,2,LogicBots
2014,2,Glitchspace
2012,10,Life is Feudal: Your Own
2014,18,Life is Feudal: Your Own
2015,6,Life is Feudal: Your Own
2015,8,Echo of Soul
2014,2,Volt
2012,4,Rebel Galaxy
2015,1,Rebel Galaxy
2012,4,Armello
2015,6,Armello
2015,1,The Flock
2012,2,Clandestine
2014,2,My Lands
2015,1,My Lands
2014,1,Earth: Year 2066
2012,4,The Fall
2014,4,The Fall
2015,6,The Fall
2012,2,Grey Goo
2015,6,Grey Goo
2015,1,Chaos Heroes Online
2012,0,You Must Build A Boat
2015,3,You Must Build A Boat
2012,1,Half-Life 2: Update
2015,5,Half-Life 2: Update
2014,2,Flower Shop: Summer In Fairbrook
2015,3,The Hat Man: Shadow Ward
2012,2,UberStrike
2015,5,UberStrike
2015,2,Jumpdrive
2015,2,Undead Overlord
2012,8,Duelyst
2012,16,Warface
2014,32,Warface
2015,24,Warface
2012,75,Brawlhalla
2014,0,Brawlhalla
2015,47,Brawlhalla
2012,2,Pillars of Eternity
2015,6,Pillars of Eternity
2014,2,Firefighters 2014
2012,90,The Witcher 3: Wild Hunt
2015,91,The Witcher 3: Wild Hunt
2014,8,FINAL FANTASY XIII
2015,5,FINAL FANTASY XIII
2012,2,FINAL FANTASY XIII-2
2014,2,FINAL FANTASY XIII-2
2015,2,FINAL FANTASY XIII-2
2014,2,X-Plane 10 Global - 64 Bit
2012,2,SPY Fox 2: Some Assembly Required
2014,2,SPY Fox 2: Some Assembly Required
2012,1,Racer 8
2012,2,Realms of the Haunting
2012,2,Duet
2012,2,Uriel's Chasm
2015,2,Uriel's Chasm
2014,2,Pajama Sam 2: Thunder and Lightning Aren't So Frightening
2014,8,Caribbean!
2015,2,Caribbean!
2015,2,Overcast - Walden and the Werewolf
2012,2,Cosmochoria
2014,2,Cosmochoria
2012,6,Card Hunter
2015,8,Card Hunter
2012,1,Coma: Mortuary
2014,2,Coma: Mortuary
2012,3,Amazing World
2014,5,Amazing World
2015,2,Amazing World
2014,2,Guns and Robots
2014,3,TOME: Immortal Arena
2015,0,Cinders
2014,1,Road Not Taken
2015,6,Automation - The Car Company Tycoon Game
2014,6,Crawl
2015,2,Crawl
2014,2,White Noise Online
2014,4,Pivvot
2014,2,Spirited Heart Deluxe
2012,28,RimWorld
2014,2,They Breathe
2014,3,Galcon 2
2015,3,Galcon 2
2015,1,Millie
2014,2,Freddi Fish 3: The Case of the Stolen Conch Shell
2015,4,Freddi Fish 5: The Case of the Creature of Coral Cove
2015,2,Putt-Putt Goes to the Moon
2014,2,Putt-Putt Travels Through Time
2012,5,Valkyria Chronicles™
2014,12,Valkyria Chronicles™
2015,10,Valkyria Chronicles™
2012,28,H1Z1: Just Survive
2015,163,H1Z1: Just Survive
2014,3,Football Manager 2015
2015,6,Football Manager 2015
2015,2,Schrödinger's Cat and the Raiders of the Lost Quark
2014,10,Royal Quest
2015,2,Royal Quest
2015,3,PARTICLE MACE
2014,1,Darkwind: War on Wheels
2015,2,Darkwind: War on Wheels
2014,2,Sweezy Gunner
2014,2,Rogue Shooter: The FPS Roguelike
2014,2,Air Control
2014,2,Battlepaths
2015,2,MIND Path to Thalamus E.Edition
2012,2,The Promised Land
2014,2,The Promised Land
2012,2,Ballistic Overkill
2015,0,Ballistic Overkill
2012,5,Mount Your Friends
2014,10,Mount Your Friends
2015,17,Mount Your Friends
2012,4,GemCraft - Chasing Shadows
2015,2,GemCraft - Chasing Shadows
2015,2,Lords of Xulima
2014,2,The Great Jitters: Pudding Panic
2012,2,Monstrum 
2015,2,Monstrum 
2015,2,Real Boxing™
2015,2,8BitBoy
2012,2,Renowned Explorers: International Society
2015,2,Renowned Explorers: International Society
2012,2,The Culling Of The Cows
2014,2,The Culling Of The Cows
2015,5,The Culling Of The Cows
2014,3,Cosmic DJ
2014,2,Heavy Bullets
2012,4,Titan Souls
2015,0,Titan Souls
2015,1,Famaze
2015,2,Arcadecraft
2014,2,The Old City: Leviathan
2015,2,The Old City: Leviathan
2014,2,Spy Chameleon - RGB Agent
2015,4,Spy Chameleon - RGB Agent
2012,2,Monsters Ate My Birthday Cake
2014,6,Landmark
2012,2,Total Annihilation
2015,4,Total Annihilation
2012,4,Master of Orion
2012,10,Far Cry 4
2014,15,Far Cry 4
2015,18,Far Cry 4
2014,8,Eldevin
2015,2,Eldevin
2015,2,The Desolate Hope
2012,2,Red Crucible: Firestorm
2015,15,Red Crucible: Firestorm
2014,12,Only If
2015,4,Only If
2014,2,Flashout 2
2015,0,Immortal Defense
2015,2,Victory At Sea
2014,2,Orbital Gear
2015,10,Orbital Gear
2012,2,Lovely Planet
2014,7,Lovely Planet
2012,2,The Escapists
2014,16,The Escapists
2015,57,The Escapists
2015,0,Blood: One Unit Whole Blood
2015,2,European Ship Simulator
2015,2,Commando Jack
2012,11,Block N Load
2014,5,Block N Load
2015,27,Block N Load
2012,1,Woodle Tree Adventures
2015,7,Woodle Tree Adventures
2014,2,Heroes Rise: The Prodigy
2015,2,Heroes Rise: The Prodigy
2014,2,Afterfall: Reconquest Episode I
2014,4,6180 the moon
2015,2,Tengami
2014,0,Face of Mankind
2015,2,Terrorhedron
2012,16,Miscreated
2015,4,Miscreated
2014,2,Noir Syndrome
2014,4,Beasts of Prey
2015,4,Beasts of Prey
2014,6,Divine Souls
2015,0,Divine Souls
2015,6,Total War Battles: KINGDOM
2012,1,Victim of Xen
2015,2,Victim of Xen
2015,1,Ichi
2012,1,Lemma
2014,12,Road Redemption
2015,5,Road Redemption
2015,2,Unpossible
2012,2,Shadowrun: Dragonfall - Director's Cut
2015,4,Shadowrun: Dragonfall - Director's Cut
2012,2,Infinifactory
2015,4,Infinifactory
2012,2,EPSILON
2014,1,Hippocampal: The White Sofa
2014,2,Fiesta Online NA
2012,2,Frederic: Evil Strikes Back
2015,2,Electronic Super Joy: Groove City
2014,9,GEARCRACK Arena
2012,52,Robocraft
2014,206,Robocraft
2015,154,Robocraft
2012,4,Zombie Army Trilogy
2015,10,Zombie Army Trilogy
2015,5,RADical ROACH Deluxe Edition
2014,1,Cars 2
2012,2,Submerged
2012,4,Saints Row: Gat out of Hell
2015,18,Saints Row: Gat out of Hell
2014,10,Screencheat
2015,2,Screencheat
2014,2,The Blue Flamingo
2014,2,Bus Driver
2015,2,Bus Driver
2014,5,Dungeon Defenders Eternity
2015,2,Dungeon Defenders Eternity
2012,5,Floating Point
2014,15,Floating Point
2015,3,Floating Point
2012,9,Ryse: Son of Rome
2014,2,Ryse: Son of Rome
2015,6,Ryse: Son of Rome
2015,2,Of Guards And Thieves
2012,2,Call to Arms
2015,8,Call to Arms
2012,3,BLOCKADE 3D
2014,4,BLOCKADE 3D
2015,46,BLOCKADE 3D
2014,2,Radiant Defense
2012,14,The Beginner's Guide
2015,55,The Beginner's Guide
2012,2,Dead Bits
2014,6,Dead Bits
2015,11,Dead Bits
2015,2,The Witcher Adventure Game
2015,2,Rugby 15
2012,2,ArcheAge
2014,8,ArcheAge
2015,10,ArcheAge
2012,41,Trove
2015,156,Trove
2012,4,Resident Evil / biohazard HD REMASTER
2015,5,Resident Evil / biohazard HD REMASTER
2014,2,Grand Chase
2015,2,Grand Chase
2015,1,Wildlife Park 2
2012,4,Hexcells Infinite
2014,0,Hexcells Infinite
2015,2,Hexcells Infinite
2012,27,INSIDE
2012,0,Sunless Sea
2014,6,Sunless Sea
2015,2,Sunless Sea
2014,2,Aeon Command
2015,2,Aeon Command
2012,2,Train Fever
2014,2,Train Fever
2015,4,Train Fever
2015,2,Sky Gamblers: Storm Raiders
2012,176,Unturned
2014,861,Unturned
2015,422,Unturned
2015,2,Castaway Paradise
2014,2,Outland
2014,4,FIST OF AWESOME
2014,8,Battle Islands
2015,2,Battle Islands
2015,2,Blue Estate
2012,19,The Long Dark
2014,20,The Long Dark
2015,27,The Long Dark
2012,2,Bloons TD5
2014,5,Bloons TD5
2015,10,Bloons TD5
2015,2,The Howler
2012,11,The Elder Scrolls Online: Tamriel Unlimited
2014,4,The Elder Scrolls Online: Tamriel Unlimited
2015,35,The Elder Scrolls Online: Tamriel Unlimited
2014,2,Runers
2014,2,Ultimate General: Gettysburg
2015,2,Ultimate General: Gettysburg
2012,0,Lexica
2012,2,Obduction
2014,2,Zombies Monsters Robots
2015,1,Zombies Monsters Robots
2015,2,Fractured Soul
2015,2,Shan Gui
2014,2,Memories of a Vagabond
2015,3,Memories of a Vagabond
2015,2,Asteria
2015,1,Borealis
2012,2,"I, Zombie"
2014,2,Velvet Sundown
2015,3,Velvet Sundown
2015,4,Platypus
2014,2,Stick RPG 2
2012,2,Hard West
2015,2,Hard West
2012,2,Sleeping Dogs: Definitive Edition
2015,13,Sleeping Dogs: Definitive Edition
2012,2,Mortal Kombat X
2015,26,Mortal Kombat X
2012,2,Savage Lands
2015,14,Savage Lands
2014,0,IL-2 Sturmovik: Battle of Stalingrad
2014,2,Wildlife Park 2 - Fantasy
2012,2,Buzz Aldrin's Space Program Manager
2014,10,Ziggurat
2015,3,Ziggurat
2014,1,The Nightmare Cooperative
2012,1,Hatoful Boyfriend
2014,2,Hatoful Boyfriend
2015,12,Hatoful Boyfriend
2015,1,Higurashi When They Cry - Ch.1 Onikakushi
2012,1,The Way of Life Free Edition
2014,2,The Way of Life Free Edition
2015,40,The Way of Life Free Edition
2012,12,Fractured Space
2014,3,Fractured Space
2015,22,Fractured Space
2015,2,Grand Ages: Medieval
2012,2,DiRT Rally
2015,19,DiRT Rally
2014,2,Super Win the Game
2012,2,NEON STRUCT
2015,4,Geometry Wars 3: Dimensions Evolved
2015,2,Breach & Clear: Deadline
2012,4,Street Fighter V
2012,1,Super Panda Adventures
2014,4,Super Panda Adventures
2012,55,Call of Duty: Black Ops III
2015,79,Call of Duty: Black Ops III
2012,2,Zero Escape: Zero Time Dilemma
2012,3,Naval Action
2012,4,METAL GEAR SOLID V: GROUND ZEROES
2014,16,METAL GEAR SOLID V: GROUND ZEROES
2015,16,METAL GEAR SOLID V: GROUND ZEROES
2015,2,OCEAN CITY RACING: Redux
2015,0,Vertical Drop Heroes HD
2012,4,Assassin's Creed Rogue
2015,9,Assassin's Creed Rogue
2012,5,Enter the Gungeon
2015,3,Dead or Alive 5 Last Round
2015,2,Super Trench Attack!
2014,2,Bird Assassin
2014,5,Wild Warfare
2015,4,Wild Warfare
2014,4,The Fifth Day
2015,0,The Fifth Day
2015,7,Simply Chess
2012,9,Duck Game
2015,17,Duck Game
2014,2,OTTTD
2015,4,OTTTD
2012,1,Khet 2.0
2014,2,FINAL FANTASY IV
2015,2,FINAL FANTASY IV
2012,4,Way of the Samurai 4
2012,0,Fahrenheit: Indigo Prophecy Remastered
2012,5,The Expendabros
2014,41,The Expendabros
2015,18,The Expendabros
2012,1,Soul Gambler
2015,1,Soul Gambler
2012,2,The Masterplan
2015,0,The Masterplan
2012,2,Stranded Deep
2015,89,Stranded Deep
2012,10,Farming Simulator 15
2014,14,Farming Simulator 15
2015,8,Farming Simulator 15
2012,6,Mountain
2014,23,Mountain
2015,23,Mountain
2015,2,Blitzkrieg 2 Anthology
2014,2,Boo Bunny Plague
2012,2,The Solus Project
2012,4,LEGO® Batman™ 3: Beyond Gotham
2014,3,LEGO® Batman™ 3: Beyond Gotham
2015,6,LEGO® Batman™ 3: Beyond Gotham
2012,2,Sunrider: Mask of Arcadius
2014,14,Sunrider: Mask of Arcadius
2015,6,Sunrider: Mask of Arcadius
2012,8,Sakura Spirit
2014,23,Sakura Spirit
2015,23,Sakura Spirit
2012,2,Boid
2015,3,Morphopolis
2015,1,Guilty Gear X2 #Reload
2015,1,Double Dragon Trilogy
2012,10,Microsoft Flight Simulator X: Steam Edition
2014,5,Microsoft Flight Simulator X: Steam Edition
2015,7,Microsoft Flight Simulator X: Steam Edition
2012,2,Rodina
2015,4,Rodina
2012,2,RPG Tycoon
2012,1,Rampage Knights
2015,2,Rampage Knights
2015,2,Euro Fishing
2015,5,Oddworld: New 'n' Tasty
2015,3,Forsaken Uprising
2012,2,Age of Conquest IV
2014,2,Supreme Ruler Ultimate
2012,4,Polarity
2015,8,Polarity
2015,4,Dig or Die
2012,2,Ford Racing 3
2015,3,Ford Racing 3
2014,3,Dizzel
2015,2,Dizzel
2015,2,Trainz: A New Era
2015,4,eden*
2015,2,Catacomb Kids
2015,2,Celestian Tales: Old North
2012,0,WTFast Gamers Private Network (GPN)
2015,3,WTFast Gamers Private Network (GPN)
2012,19,Magic Duels
2015,16,Magic Duels
2014,2,Disney Universe
2012,4,sZone-Online
2015,4,sZone-Online
2015,4,Battle of Empires : 1914-1918
2012,2,planetarian ~the reverie of a little planet~
2014,0,planetarian ~the reverie of a little planet~
2015,6,planetarian ~the reverie of a little planet~
2012,2,Grim Fandango Remastered
2015,7,Grim Fandango Remastered
2014,1,Kings of Kung Fu
2012,2,Strife: Veteran Edition
2015,2,Republique
2014,4,Uncharted Waters Online: Episode Atlantis
2012,0,Airscape: The Fall of Gravity
2012,8,Double Action: Boogaloo
2014,26,Double Action: Boogaloo
2015,35,Double Action: Boogaloo
2012,17,Portal Stories: Mel
2015,27,Portal Stories: Mel
2014,4,Color Symphony
2014,2,Quantum Rush Champions
2014,5,Cubic Castles
2015,2,Beyond Gravity
2014,2,Space Hulk Ascension
2015,2,Space Hulk Ascension
2015,1,Velocibox
2015,2,Eternal Fate
2015,2,Rexaura
2015,2,Guild of Dungeoneering
2012,2,Act of Aggression
2015,1,AXYOS
2015,2,Doom & Destiny
2014,4,Enforcer: Police Crime Action
2015,4,Enforcer: Police Crime Action
2015,6,Convoy
2012,3,Squishy the Suicidal Pig
2014,2,Squishy the Suicidal Pig
2015,19,Squishy the Suicidal Pig
2012,4,Wings of Vi
2014,3,Wings of Vi
2015,5,Wings of Vi
2012,4,The Flame in the Flood
2014,2,Chaos Reborn
2015,4,Chaos Reborn
2012,2,Disney Princess :  My Fairytale Adventure
2015,2,Xeodrifter™
2014,2,Hazard Ops
2015,0,Platypus II
2015,2,Magicmaker
2014,2,Disney Winnie the Pooh
2014,2,Chariot
2012,0,Five Nights at Freddy's
2014,78,Five Nights at Freddy's
2015,23,Five Nights at Freddy's
2014,2,The Collider
2015,6,The Collider
2012,1,Reprisal Universe
2015,2,Reprisal Universe
2012,97,Life Is Strange™
2015,190,Life Is Strange™
2015,4,There Came an Echo
2012,4,Trine 3: The Artifacts of Power
2015,2,Trine 3: The Artifacts of Power
2015,2,The Detail
2012,4,Moon Hunters
2012,3,Absolute Drift
2015,9,Absolute Drift
2012,10,Car Mechanic Simulator 2015
2015,8,Car Mechanic Simulator 2015
2015,0,Warside
2015,2,Tokyo School Life
2014,0,One Day For Ched
2012,1,DiRT 3 Complete Edition
2015,9,DiRT 3 Complete Edition
2012,2,Gender Bender DNA Twister Extreme
2014,0,Gender Bender DNA Twister Extreme
2015,4,Gender Bender DNA Twister Extreme
2012,2,Primal Carnage: Extinction
2014,4,Primal Carnage: Extinction
2015,6,Primal Carnage: Extinction
2012,2,Supraball
2012,2,Command: Modern Air / Naval Operations WOTY
